epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,val_loss
,1e-05,0.0001,0,,
0,,,4,0.8603975176811218,
0,,,9,0.8285989761352539,
0,,,14,0.7751641869544983,
0,,,19,0.8603047728538513,
0,,,24,0.8209364414215088,
0,,,29,0.872252881526947,
0,,,34,0.7821968793869019,
0,,,39,0.7744801044464111,
0,,,44,0.8424791693687439,
0,,,49,0.7573158740997314,
0,,,54,0.6008044481277466,
0,,,59,0.7955867648124695,
0,,,64,0.8684012293815613,
0,,,69,0.6718592047691345,
0,,,74,0.678412914276123,
0,,,79,0.8199405670166016,
0,,,84,0.6059097647666931,
0,,,89,0.621728777885437,
0,,,94,0.8243736028671265,
0,,,99,0.6943860650062561,
0,,,104,0.7632291913032532,
0,,,109,0.7775748372077942,
0,,,114,0.7534345984458923,
0,,,119,0.8585542440414429,
0,,,124,0.6647746562957764,
0,,,129,0.5473935008049011,
0,,,134,0.591545820236206,
0,,,139,0.5635681748390198,
0,,,144,0.4163404107093811,
0,,,149,0.7563604712486267,
0,,,154,0.7930393218994141,
0,,,159,0.6937373876571655,
0,,,164,0.8114157319068909,
0,,,169,0.8615877032279968,
0,,,174,0.47770529985427856,
0,,,179,0.6031654477119446,
0,,,184,0.8611480593681335,
0,,,189,0.5489172339439392,
0,,,194,0.7256830930709839,
0,,,199,0.7548422813415527,
0,,,204,0.5345961451530457,
0,,,209,0.6528814435005188,
0,,,214,0.7516139149665833,
0,,,219,0.45970845222473145,
0,,,224,0.5878936052322388,
0,,,229,0.36283501982688904,
0,,,234,0.7585667967796326,
0,,,239,0.48869404196739197,
0,,,244,0.6289975643157959,
0,,,249,0.7166946530342102,
0,,,254,0.5226370692253113,
0,,,259,0.5338683128356934,
0,,,264,0.5154364705085754,
0,,,269,0.6717686653137207,
0,,,274,0.637446939945221,
0,,,279,0.406127005815506,
0,,,284,0.6253064870834351,
0,,,289,0.6304307579994202,
0,,,294,0.5854341387748718,
0,,,299,0.5562687516212463,
0,,,304,0.2882239520549774,
0,,,309,0.5212764143943787,
0,,,314,0.6783028841018677,
0,,,319,0.7465302348136902,
0,,,324,0.5083553194999695,
0,,,329,0.43760037422180176,
0,,,334,0.1388130784034729,
0,,,339,0.532044529914856,
0,,,344,0.6862326264381409,
0,,,349,0.5534480214118958,
0,,,354,0.5644243955612183,
0,,,359,0.4452674686908722,
0,,,364,0.5328781604766846,
0,,,369,0.35307031869888306,
0,,,374,0.4149662256240845,
0,,,379,0.6152072548866272,
0,,,384,0.3135591745376587,
0,,,389,0.5708240866661072,
0,,,394,0.6041266918182373,
0,,,399,0.4242953062057495,
0,,,404,0.6607156991958618,
0,,,409,0.5213133692741394,
0,,,414,0.40350571274757385,
0,,,419,0.3893730342388153,
0,,,424,0.7808780074119568,
0,,,429,0.474351704120636,
0,,,434,0.8053633570671082,
0,,,439,0.5576068758964539,
0,,,444,0.3743409514427185,
0,,,449,0.6289092898368835,
0,,,454,0.3894279897212982,
0,,,459,0.312172532081604,
0,,,464,0.6080930829048157,
0,,,469,0.36296001076698303,
0,,,474,0.18577437102794647,
0,,,479,0.758764386177063,
0,,,484,0.7603626251220703,
0,,,489,0.324391633272171,
0,,,494,0.3473920524120331,
0,,,499,0.31795498728752136,
0,,,504,0.3918238580226898,
0,,,509,0.27951616048812866,
0,,,514,0.3816823363304138,
0,,,519,0.4104277491569519,
0,,,524,0.6703017354011536,
0,,,529,0.2646372318267822,
0,,,534,0.8067964911460876,
0,,,539,0.29089900851249695,
0,,,544,0.32057711482048035,
0,,,549,0.638622522354126,
0,,,554,0.4332953691482544,
0,,,559,0.432853102684021,
0,,,564,0.6155398488044739,
0,,,569,0.7540363669395447,
0,,,574,0.38547587394714355,
0,,,579,0.6946526765823364,
0,,,584,0.7855206727981567,
0,,,589,0.7660517692565918,
0,,,594,0.4060300290584564,
0,,,599,0.2465258687734604,
0,,,604,0.6107717156410217,
0,,,609,0.3974749445915222,
0,,,614,0.691664457321167,
0,,,619,0.7906606197357178,
0,,,624,0.3134656846523285,
0,,,629,0.8513239622116089,
0,,,634,0.307111918926239,
0,,,639,0.8512772917747498,
0,,,644,0.39772364497184753,
0,,,649,0.4389064908027649,
0,,,654,0.45015066862106323,
0,,,659,0.756119430065155,
0,,,664,0.5296670794487,
0,,,669,0.16943305730819702,
0,,,674,0.31900033354759216,
0,,,679,0.2654024660587311,
0,,,684,0.3103191554546356,
0,,,689,0.20586714148521423,
0,,,694,0.37033215165138245,
0,,,699,0.31511273980140686,
0,,,699,,0.5931214690208435
