epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_AverageAccuracy,train_AverageF1Score,train_AverageJaccardIndex,train_AveragePrecision,train_AverageRecall,train_ClasswiseAccuracy_0,train_ClasswiseAccuracy_1,train_ClasswiseAccuracy_2,train_ClasswiseAccuracy_3,train_ClasswiseAccuracy_4,train_ClasswiseF1Score_0,train_ClasswiseF1Score_1,train_ClasswiseF1Score_2,train_ClasswiseF1Score_3,train_ClasswiseF1Score_4,train_ClasswiseJaccardIndex_0,train_ClasswiseJaccardIndex_1,train_ClasswiseJaccardIndex_2,train_ClasswiseJaccardIndex_3,train_ClasswiseJaccardIndex_4,train_ClasswisePrecision_0,train_ClasswisePrecision_1,train_ClasswisePrecision_2,train_ClasswisePrecision_3,train_ClasswisePrecision_4,train_ClasswiseRecall_0,train_ClasswiseRecall_1,train_ClasswiseRecall_2,train_ClasswiseRecall_3,train_ClasswiseRecall_4,train_OverallAccuracy,train_OverallF1Score,train_OverallJaccardIndex,train_OverallPrecision,train_OverallRecall,train_loss,val_AverageAccuracy,val_AverageF1Score,val_AverageJaccardIndex,val_AveragePrecision,val_AverageRecall,val_ClasswiseAccuracy_0,val_ClasswiseAccuracy_1,val_ClasswiseAccuracy_2,val_ClasswiseAccuracy_3,val_ClasswiseAccuracy_4,val_ClasswiseF1Score_0,val_ClasswiseF1Score_1,val_ClasswiseF1Score_2,val_ClasswiseF1Score_3,val_ClasswiseF1Score_4,val_ClasswiseJaccardIndex_0,val_ClasswiseJaccardIndex_1,val_ClasswiseJaccardIndex_2,val_ClasswiseJaccardIndex_3,val_ClasswiseJaccardIndex_4,val_ClasswisePrecision_0,val_ClasswisePrecision_1,val_ClasswisePrecision_2,val_ClasswisePrecision_3,val_ClasswisePrecision_4,val_ClasswiseRecall_0,val_ClasswiseRecall_1,val_ClasswiseRecall_2,val_ClasswiseRecall_3,val_ClasswiseRecall_4,val_OverallAccuracy,val_OverallF1Score,val_OverallJaccardIndex,val_OverallPrecision,val_OverallRecall,val_loss
,1e-05,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9833014607429504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9689009189605713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9432945251464844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9438475370407104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8463218808174133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8747398257255554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9142541289329529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8065235614776611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8230988383293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.814118504524231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7944622039794922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8142580389976501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7510247826576233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309682011604309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8081113696098328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7638915777206421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455191969871521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7299467325210571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7025510668754578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7098519802093506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5247766971588135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8613094687461853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8920485973358154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6326180696487427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7670420408248901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6655056476593018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37048035860061646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7648088932037354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5982203483581543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8040169477462769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8164553642272949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7766510248184204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6822208762168884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46541309356689453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3144944906234741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599875807762146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6929327249526978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809028148651123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
