epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_AverageAccuracy,train_AverageF1Score,train_AverageJaccardIndex,train_AveragePrecision,train_AverageRecall,train_ClasswiseAccuracy_0,train_ClasswiseAccuracy_1,train_ClasswiseAccuracy_2,train_ClasswiseAccuracy_3,train_ClasswiseAccuracy_4,train_ClasswiseF1Score_0,train_ClasswiseF1Score_1,train_ClasswiseF1Score_2,train_ClasswiseF1Score_3,train_ClasswiseF1Score_4,train_ClasswiseJaccardIndex_0,train_ClasswiseJaccardIndex_1,train_ClasswiseJaccardIndex_2,train_ClasswiseJaccardIndex_3,train_ClasswiseJaccardIndex_4,train_ClasswisePrecision_0,train_ClasswisePrecision_1,train_ClasswisePrecision_2,train_ClasswisePrecision_3,train_ClasswisePrecision_4,train_ClasswiseRecall_0,train_ClasswiseRecall_1,train_ClasswiseRecall_2,train_ClasswiseRecall_3,train_ClasswiseRecall_4,train_OverallAccuracy,train_OverallF1Score,train_OverallJaccardIndex,train_OverallPrecision,train_OverallRecall,train_loss,val_AverageAccuracy,val_AverageF1Score,val_AverageJaccardIndex,val_AveragePrecision,val_AverageRecall,val_ClasswiseAccuracy_0,val_ClasswiseAccuracy_1,val_ClasswiseAccuracy_2,val_ClasswiseAccuracy_3,val_ClasswiseAccuracy_4,val_ClasswiseF1Score_0,val_ClasswiseF1Score_1,val_ClasswiseF1Score_2,val_ClasswiseF1Score_3,val_ClasswiseF1Score_4,val_ClasswiseJaccardIndex_0,val_ClasswiseJaccardIndex_1,val_ClasswiseJaccardIndex_2,val_ClasswiseJaccardIndex_3,val_ClasswiseJaccardIndex_4,val_ClasswisePrecision_0,val_ClasswisePrecision_1,val_ClasswisePrecision_2,val_ClasswisePrecision_3,val_ClasswisePrecision_4,val_ClasswiseRecall_0,val_ClasswiseRecall_1,val_ClasswiseRecall_2,val_ClasswiseRecall_3,val_ClasswiseRecall_4,val_OverallAccuracy,val_OverallF1Score,val_OverallJaccardIndex,val_OverallPrecision,val_OverallRecall,val_loss
,1e-05,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974474310874939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0034584999084473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9765712022781372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9794903993606567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9393925666809082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914792001247406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9524399638175964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8495088815689087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8616868853569031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8586031198501587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
